,model,name,MCC,seed
56,xgboost,xgboost_seed_11_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.369,11_skf_1
57,xgboost,xgboost_seed_11_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,11_skf_2
58,xgboost,xgboost_seed_11_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.42100000000000004,11_skf_3
59,xgboost,xgboost_seed_11_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,11_skf_4
60,xgboost,xgboost_seed_12_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,12_skf_0
62,xgboost,xgboost_seed_12_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.324,12_skf_2
63,xgboost,xgboost_seed_12_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.369,12_skf_3
66,xgboost,xgboost_seed_13_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.429,13_skf_1
67,xgboost,xgboost_seed_13_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.38299999999999995,13_skf_2
68,xgboost,xgboost_seed_13_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.429,13_skf_3
69,xgboost,xgboost_seed_13_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.35,13_skf_4
73,xgboost,xgboost_seed_14_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,14_skf_3
74,xgboost,xgboost_seed_14_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.34700000000000003,14_skf_4
75,xgboost,xgboost_seed_15_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.41,15_skf_0
76,xgboost,xgboost_seed_15_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.38,15_skf_1
77,xgboost,xgboost_seed_15_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.34700000000000003,15_skf_2
78,xgboost,xgboost_seed_15_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,15_skf_3
79,xgboost,xgboost_seed_15_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.45899999999999996,15_skf_4
80,xgboost,xgboost_seed_16_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.38,16_skf_0
81,xgboost,xgboost_seed_16_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.38,16_skf_1
83,xgboost,xgboost_seed_16_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.442,16_skf_3
84,xgboost,xgboost_seed_16_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.401,16_skf_4
85,xgboost,xgboost_seed_17_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,17_skf_0
86,xgboost,xgboost_seed_17_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,17_skf_1
87,xgboost,xgboost_seed_17_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.429,17_skf_2
90,xgboost,xgboost_seed_18_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,18_skf_0
91,xgboost,xgboost_seed_18_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.359,18_skf_1
93,xgboost,xgboost_seed_18_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.429,18_skf_3
94,xgboost,xgboost_seed_18_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,18_skf_4
96,xgboost,xgboost_seed_19_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.41,19_skf_1
98,xgboost,xgboost_seed_19_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.38,19_skf_3
99,xgboost,xgboost_seed_19_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.374,19_skf_4
